dgns_cd,description,hccesrdv21,hcc22,hccrxv05,hccesrd,hcc,hccrx,fyear
T451X2S,"Poisoning by antineoplastic and immunosuppressive drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T452X2A,"Poisoning by vitamins, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T452X2S,"Poisoning by vitamins, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T453X2A,"Poisoning by enzymes, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T453X2S,"Poisoning by enzymes, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T454X2A,"Poisoning by iron and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T454X2S,"Poisoning by iron and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T45512A,"Poisoning by anticoagulants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T45512S,"Poisoning by anticoagulants, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T45522A,"Poisoning by antithrombotic drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T45522S,"Poisoning by antithrombotic drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T45602A,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T45602S,"Poisoning by unspecified fibrinolysis-affecting drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T45612A,"Poisoning by thrombolytic drug, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T45612S,"Poisoning by thrombolytic drug, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T45622A,"Poisoning by hemostatic drug, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T45622S,"Poisoning by hemostatic drug, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T45692A,"Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T45692S,"Poisoning by other fibrinolysis-affecting drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T457X2A,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T457X2S,"Poisoning by anticoagulant antagonists, vitamin K and other coagulants, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T458X2A,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T458X2S,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T4592XA,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T4592XS,"Poisoning by unspecified primarily systemic and hematological agent, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T460X2A,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T460X2S,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T461X2A,"Poisoning by calcium-channel blockers, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T461X2S,"Poisoning by calcium-channel blockers, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T462X2A,"Poisoning by other antidysrhythmic drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T462X2S,"Poisoning by other antidysrhythmic drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T463X2A,"Poisoning by coronary vasodilators, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T463X2S,"Poisoning by coronary vasodilators, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T464X2A,"Poisoning by angiotensin-converting-enzyme inhibitors, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T464X2S,"Poisoning by angiotensin-converting-enzyme inhibitors, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T465X2A,"Poisoning by other antihypertensive drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T465X2S,"Poisoning by other antihypertensive drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T466X2A,"Poisoning by antihyperlipidemic and antiarteriosclerotic drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T466X2S,"Poisoning by antihyperlipidemic and antiarteriosclerotic drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T467X2A,"Poisoning by peripheral vasodilators, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T467X2S,"Poisoning by peripheral vasodilators, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T468X2A,"Poisoning by antivaricose drugs, including sclerosing agents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T468X2S,"Poisoning by antivaricose drugs, including sclerosing agents, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T46902A,"Poisoning by unspecified agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T46902S,"Poisoning by unspecified agents primarily affecting the cardiovascular system, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T46992A,"Poisoning by other agents primarily affecting the cardiovascular system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T46992S,"Poisoning by other agents primarily affecting the cardiovascular system, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T470X2A,"Poisoning by histamine H2-receptor blockers, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T470X2S,"Poisoning by histamine H2-receptor blockers, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T471X2A,"Poisoning by other antacids and anti-gastric-secretion drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T471X2S,"Poisoning by other antacids and anti-gastric-secretion drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T472X2A,"Poisoning by stimulant laxatives, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T472X2S,"Poisoning by stimulant laxatives, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T473X2A,"Poisoning by saline and osmotic laxatives, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T473X2S,"Poisoning by saline and osmotic laxatives, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T474X2A,"Poisoning by other laxatives, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T474X2S,"Poisoning by other laxatives, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T475X2A,"Poisoning by digestants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T475X2S,"Poisoning by digestants, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T476X2A,"Poisoning by antidiarrheal drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T476X2S,"Poisoning by antidiarrheal drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T477X2A,"Poisoning by emetics, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T477X2S,"Poisoning by emetics, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T478X2A,"Poisoning by other agents primarily affecting gastrointestinal system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T478X2S,"Poisoning by other agents primarily affecting gastrointestinal system, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T4792XA,"Poisoning by unspecified agents primarily affecting the gastrointestinal system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T4792XS,"Poisoning by unspecified agents primarily affecting the gastrointestinal system, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T480X2A,"Poisoning by oxytocic drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T480X2S,"Poisoning by oxytocic drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T481X2A,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T481X2S,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T48202A,"Poisoning by unspecified drugs acting on muscles, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T48202S,"Poisoning by unspecified drugs acting on muscles, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T48292A,"Poisoning by other drugs acting on muscles, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T48292S,"Poisoning by other drugs acting on muscles, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T483X2A,"Poisoning by antitussives, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T483X2S,"Poisoning by antitussives, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T484X2A,"Poisoning by expectorants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T484X2S,"Poisoning by expectorants, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T485X2A,"Poisoning by other anti-common-cold drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T485X2S,"Poisoning by other anti-common-cold drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T486X2A,"Poisoning by antiasthmatics, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T486X2S,"Poisoning by antiasthmatics, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T48902A,"Poisoning by unspecified agents primarily acting on the respiratory system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T48902S,"Poisoning by unspecified agents primarily acting on the respiratory system, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T48992A,"Poisoning by other agents primarily acting on the respiratory system, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T48992S,"Poisoning by other agents primarily acting on the respiratory system, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T490X2A,"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T490X2S,"Poisoning by local antifungal, anti-infective and anti-inflammatory drugs, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T491X2A,"Poisoning by antipruritics, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T491X2S,"Poisoning by antipruritics, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T492X2A,"Poisoning by local astringents and local detergents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T492X2S,"Poisoning by local astringents and local detergents, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T493X2A,"Poisoning by emollients, demulcents and protectants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T493X2S,"Poisoning by emollients, demulcents and protectants, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T494X2A,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T494X2S,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T495X2A,"Poisoning by ophthalmological drugs and preparations, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T495X2S,"Poisoning by ophthalmological drugs and preparations, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T496X2A,"Poisoning by otorhinolaryngological drugs and preparations, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T496X2S,"Poisoning by otorhinolaryngological drugs and preparations, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T497X2A,"Poisoning by dental drugs, topically applied, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T497X2S,"Poisoning by dental drugs, topically applied, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T498X2A,"Poisoning by other topical agents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T498X2S,"Poisoning by other topical agents, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T4992XA,"Poisoning by unspecified topical agent, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T4992XS,"Poisoning by unspecified topical agent, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T500X2A,"Poisoning by mineralocorticoids and their antagonists, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T500X2S,"Poisoning by mineralocorticoids and their antagonists, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T501X2A,"Poisoning by loop [high-ceiling] diuretics, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T501X2S,"Poisoning by loop [high-ceiling] diuretics, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T502X2A,"Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T502X2S,"Poisoning by carbonic-anhydrase inhibitors, benzothiadiazides and other diuretics, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T503X2A,"Poisoning by electrolytic, caloric and water-balance agents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T503X2S,"Poisoning by electrolytic, caloric and water-balance agents, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T504X2A,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T504X2S,"Poisoning by drugs affecting uric acid metabolism, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T505X2A,"Poisoning by appetite depressants, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T505X2S,"Poisoning by appetite depressants, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T506X2A,"Poisoning by antidotes and chelating agents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T506X2S,"Poisoning by antidotes and chelating agents, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T507X2A,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T507X2S,"Poisoning by analeptics and opioid receptor antagonists, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T508X2A,"Poisoning by diagnostic agents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T508X2S,"Poisoning by diagnostic agents, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T50902A,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T50902S,"Poisoning by unspecified drugs, medicaments and biological substances, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T50992A,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T50992S,"Poisoning by other drugs, medicaments and biological substances, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T50A12A,"Poisoning by pertussis vaccine, including combinations with a pertussis component, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T50A12S,"Poisoning by pertussis vaccine, including combinations with a pertussis component, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T50A22A,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T50A22S,"Poisoning by mixed bacterial vaccines without a pertussis component, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T50A92A,"Poisoning by other bacterial vaccines, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T50A92S,"Poisoning by other bacterial vaccines, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T50B12A,"Poisoning by smallpox vaccines, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T50B12S,"Poisoning by smallpox vaccines, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T50B92A,"Poisoning by other viral vaccines, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T50B92S,"Poisoning by other viral vaccines, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T50Z12A,"Poisoning by immunoglobulin, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T50Z12S,"Poisoning by immunoglobulin, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T50Z92A,"Poisoning by other vaccines and biological substances, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T50Z92S,"Poisoning by other vaccines and biological substances, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T510X2A,"Toxic effect of ethanol, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T510X2S,"Toxic effect of ethanol, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T511X2A,"Toxic effect of methanol, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T511X2S,"Toxic effect of methanol, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T512X2A,"Toxic effect of 2-Propanol, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T512X2S,"Toxic effect of 2-Propanol, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T513X2A,"Toxic effect of fusel oil, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T513X2S,"Toxic effect of fusel oil, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T518X2A,"Toxic effect of other alcohols, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T518X2S,"Toxic effect of other alcohols, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T5192XA,"Toxic effect of unspecified alcohol, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T5192XS,"Toxic effect of unspecified alcohol, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T520X2A,"Toxic effect of petroleum products, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T520X2S,"Toxic effect of petroleum products, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T521X2A,"Toxic effect of benzene, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T521X2S,"Toxic effect of benzene, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T522X2A,"Toxic effect of homologues of benzene, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T522X2S,"Toxic effect of homologues of benzene, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T523X2A,"Toxic effect of glycols, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T523X2S,"Toxic effect of glycols, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T524X2A,"Toxic effect of ketones, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T524X2S,"Toxic effect of ketones, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T528X2A,"Toxic effect of other organic solvents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T528X2S,"Toxic effect of other organic solvents, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T5292XA,"Toxic effect of unspecified organic solvent, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T5292XS,"Toxic effect of unspecified organic solvent, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T530X2A,"Toxic effect of carbon tetrachloride, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T530X2S,"Toxic effect of carbon tetrachloride, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T531X2A,"Toxic effect of chloroform, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T531X2S,"Toxic effect of chloroform, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T532X2A,"Toxic effect of trichloroethylene, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T532X2S,"Toxic effect of trichloroethylene, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T533X2A,"Toxic effect of tetrachloroethylene, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T533X2S,"Toxic effect of tetrachloroethylene, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T534X2A,"Toxic effect of dichloromethane, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T534X2S,"Toxic effect of dichloromethane, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T535X2A,"Toxic effect of chlorofluorocarbons, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T535X2S,"Toxic effect of chlorofluorocarbons, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T536X2A,"Toxic effect of other halogen derivatives of aliphatic hydrocarbons, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T536X2S,"Toxic effect of other halogen derivatives of aliphatic hydrocarbons, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T537X2A,"Toxic effect of other halogen derivatives of aromatic hydrocarbons, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T537X2S,"Toxic effect of other halogen derivatives of aromatic hydrocarbons, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T5392XA,"Toxic effect of unspecified halogen derivatives of aliphatic and aromatic hydrocarbons, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T5392XS,"Toxic effect of unspecified halogen derivatives of aliphatic and aromatic hydrocarbons, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T540X2A,"Toxic effect of phenol and phenol homologues, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T540X2S,"Toxic effect of phenol and phenol homologues, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T541X2A,"Toxic effect of other corrosive organic compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T541X2S,"Toxic effect of other corrosive organic compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T542X2A,"Toxic effect of corrosive acids and acid-like substances, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T542X2S,"Toxic effect of corrosive acids and acid-like substances, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T543X2A,"Toxic effect of corrosive alkalis and alkali-like substances, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T543X2S,"Toxic effect of corrosive alkalis and alkali-like substances, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T5492XA,"Toxic effect of unspecified corrosive substance, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T5492XS,"Toxic effect of unspecified corrosive substance, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T550X2A,"Toxic effect of soaps, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T550X2S,"Toxic effect of soaps, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T551X2A,"Toxic effect of detergents, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T551X2S,"Toxic effect of detergents, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T560X2A,"Toxic effect of lead and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T560X2S,"Toxic effect of lead and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T561X2A,"Toxic effect of mercury and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T561X2S,"Toxic effect of mercury and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T562X2A,"Toxic effect of chromium and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T562X2S,"Toxic effect of chromium and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T563X2A,"Toxic effect of cadmium and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T563X2S,"Toxic effect of cadmium and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T564X2A,"Toxic effect of copper and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T564X2S,"Toxic effect of copper and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T565X2A,"Toxic effect of zinc and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T565X2S,"Toxic effect of zinc and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T566X2A,"Toxic effect of tin and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T566X2S,"Toxic effect of tin and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T567X2A,"Toxic effect of beryllium and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T567X2S,"Toxic effect of beryllium and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T56812A,"Toxic effect of thallium, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T56812S,"Toxic effect of thallium, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T56892A,"Toxic effect of other metals, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T56892S,"Toxic effect of other metals, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T5692XA,"Toxic effect of unspecified metal, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T5692XS,"Toxic effect of unspecified metal, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T570X2A,"Toxic effect of arsenic and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T570X2S,"Toxic effect of arsenic and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T571X2A,"Toxic effect of phosphorus and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T571X2S,"Toxic effect of phosphorus and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T572X2A,"Toxic effect of manganese and its compounds, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T572X2S,"Toxic effect of manganese and its compounds, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T573X2A,"Toxic effect of hydrogen cyanide, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T573X2S,"Toxic effect of hydrogen cyanide, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T578X2A,"Toxic effect of other specified inorganic substances, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T578X2S,"Toxic effect of other specified inorganic substances, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T5792XA,"Toxic effect of unspecified inorganic substance, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T5792XS,"Toxic effect of unspecified inorganic substance, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T5802XA,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T5802XS,"Toxic effect of carbon monoxide from motor vehicle exhaust, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T5812XA,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T5812XS,"Toxic effect of carbon monoxide from utility gas, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T582X2A,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T582X2S,"Toxic effect of carbon monoxide from incomplete combustion of other domestic fuels, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T588X2A,"Toxic effect of carbon monoxide from other source, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T588X2S,"Toxic effect of carbon monoxide from other source, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T5892XA,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T5892XS,"Toxic effect of carbon monoxide from unspecified source, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T590X2A,"Toxic effect of nitrogen oxides, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
T590X2S,"Toxic effect of nitrogen oxides, intentional self-harm, sequela",58,58,,Yes,Yes,No,2018
T591X2A,"Toxic effect of sulfur dioxide, intentional self-harm, initial encounter",58,58,,Yes,Yes,No,2018
