compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state
CHSP00006538,130002,St. Luke's Magic Valley Medical Center,801 Pole Line Road West,Twin Falls,ID,83301,1,HSI00000934,Saint Lukes Health System,Boise,ID
CHSP00006539,131312,St. Luke's McCall,1000 State Street,Mccall,ID,83638,1,HSI00000934,Saint Lukes Health System,Boise,ID
CHSP00006540,351325,St. Luke's Medical Center,702 First Street Southwest,Crosby,ND,58730,1,,,,
CHSP00006541,030037,St. Luke's Medical Center,1800 East Van Buren Street,Phoenix,AZ,85006,1,HSI00000506,IASIS Healthcare Corporation,Franklin,TN
CHSP00006542,130006,St. Luke's Regional Medical Center,190 East Bannock Street,Boise,ID,83712,1,HSI00000934,Saint Lukes Health System,Boise,ID
CHSP00006543,263030,St. Luke's Rehabilitation Hospital,14709 Olive Boulevard,Chesterfield,MO,63017,0,,,,
CHSP00006544,133025,St. Luke's Rehabilitation Hospital,600 North Robbins Road,Boise,ID,83702,0,HSI00000934,Saint Lukes Health System,Boise,ID
CHSP00006545,503025,St. Luke's Rehabilitation Institute,711 South Cowley Street,Spokane,WA,99202,0,,,,
CHSP00006546,670053,St. Luke's Sugar Land Hospital,1317 Lake Pointe Parkway,Sugar Land,TX,77478,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00006547,450862,St. Luke's The Woodlands Hospital,17200 St. Luke's Way,The Woodlands,TX,77384,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00006548,390049,St. Luke's University Hospital - Bethlehem Campus,801 Ostrum Street,Bethlehem,PA,18015,1,HSI00000936,Saint Lukes Hospital and Health Network,Bethlehem,PA
CHSP00006549,131323,St. Luke's Wood River Medical Center,100 Hospital Drive,Ketchum,ID,83340,1,HSI00000934,Saint Lukes Health System,Boise,ID
CHSP00006550,140143,St. Margaret's Hospital,600 East First Street,Spring Valley,IL,61362,1,,,,
CHSP00006551,460047,St. Mark's Hospital,1200 East 3900 South,Salt Lake City,UT,84124,1,HSI00000492,HCA,Nashville,TN
CHSP00006552,670004,St. Mark's Medical Center,One St Mark's Place,La Grange,TX,78945,1,HSI00000251,Community Hospital Corporation,Plano,TX
CHSP00006553,191302,St. Martin Hospital,210 Champagne Boulevard,Breaux Bridge,LA,70517,1,HSI00000562,Lafayette General Health,Lafayette,LA
CHSP00006554,390258,St. Mary Medical Center,1201 Langhorne-Newtown Road,Langhorne,PA,19047,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00006555,150034,St. Mary Medical Center,1500 South Lake Park Avenue,Hobart,IN,46342,1,HSI00000246,"Community Foundation of Northwest Indiana, Inc",Munster,IN
CHSP00006556,050300,St. Mary Medical Center,18300 Highway 18,Apple Valley,CA,92307,1,HSI00000924,Saint Joseph Health System,Irvine,CA
CHSP00006557,050191,St. Mary Medical Center,1050 Linden Avenue,Long Beach,CA,90813,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00006558,230002,St. Mary Mercy Hospital,36475 Five Mile Road,Livonia,MI,48154,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00006559,151325,St. Mary's  Warrick Hospital,1116 Millis Avenue,Boonville,IN,47601,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006560,310006,St. Mary's General Hospital,350 Boulevard,Passaic,NJ,07055,1,HSI00000845,"Prime Healthcare Services, Inc",Ontario,CA
CHSP00006561,111329,St. Mary's Good Samaritan Hospital,5401 Lake Oconee Parkway,Greensboro,GA,30642,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00006562,110006,St. Mary's Health Care System,1230 Baxter Street,Athens,GA,30606,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00006563,330047,St. Mary's Healthcare,427 Guy Park Avenue,Amsterdam,NY,12010,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006564,330232,St. Mary's Hospital,1300 Massachusetts Avenue,Troy,NY,12180,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00006565,520083,St. Mary's Hospital,700 South Park Street,Madison,WI,53715,1,HSI00000902,SSM Health,Saint Louis,MO
CHSP00006566,131321,St. Mary's Hospital,Lewiston And North Streets,Cottonwood,ID,83522,1,HSI00000350,Essentia Health,Duluth,MN
CHSP00006567,520097,St. Mary's Hospital Medical Center,1726 Shawano Avenue,Green Bay,WI,54303,1,HSI00000496,Hospital Sisters Health System,Springfield,IL
CHSP00006568,520208,St. Mary's Janesville Hospital,3400 East Racine Steeet,Janesville,WI,53546,1,HSI00000902,SSM Health,Saint Louis,MO
CHSP00006569,510007,St. Mary's Medical Center,2900 First Avenue,Huntington,WV,25702,1,HSI00000940,Saint Marys Medical Management,Huntington,WV
CHSP00006570,100288,St. Mary's Medical Center,901 45th Street,West Palm Beach,FL,33407,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00006571,260193,St. Mary's Medical Center,201 Northwest R D Mize Road,Blue Springs,MO,64014,1,HSI00000845,"Prime Healthcare Services, Inc",Ontario,CA
CHSP00006572,060023,St. Mary's Medical Center,2635 North 7th Street,Grand Junction,CO,81501,1,HSI00000991,SCL Health,Broomfield,CO
CHSP00006573,050457,St. Mary's Medical Center,450 Stanyan Street,San Francisco,CA,94117,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00006574,150100,St. Mary's Medical Center of Evansville,3700 Washington Avenue,Evansville,IN,47714,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006575,200034,St. Mary's Regional Medical Center,318 Sabattus Street,Lewiston,ME,04240,1,HSI00000287,"Covenant Health Systems, Inc",Tewksbury,MA
CHSP00006576,370026,St. Mary's Regional Medical Center,305 South Fifth Street,Enid,OK,73701,1,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006577,110027,St. Mary's Sacred Heart Hospital,367 Clear Creek Parkway,Lavonia,GA,30553,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00006578,230077,St. Mary's of Michigan,800 South Washington Avenue,Saginaw,MI,48601,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006579,231305,St. Mary's of Michigan Standish Hospital,805 West Cedar Street,Standish,MI,48658,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006580,060012,St. Mary-Corwin Medical Center,1008 Minnequa Avenue,Pueblo,CO,81004,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00006581,431327,St. Michael's Hospital Avera,410 West 16th Avenue,Tyndall,SD,57066,1,HSI00000068,Avera Health,Sioux Falls,SD
CHSP00006582,520044,St. Nicholas Hospital,3100 Superior Avenue,Sheboygan,WI,53081,1,HSI00000496,Hospital Sisters Health System,Springfield,IL
CHSP00006583,270014,St. Patrick Hospital,500 West Broadway,Missoula,MT,59802,1,HSI00000852,Providence Health and Services,Renton,WA
CHSP00006584,330057,St. Peter's Hospital,315 South Manning Boulevard,Albany,NY,12208,1,HSI00001106,Trinity Health,Livonia,MI
CHSP00006585,270003,St. Peter's Hospital,2475 Broadway,Helena,MT,59601,1,HSI00000943,Saint Peters Hospital,Helena,MT
CHSP00006586,100180,St. Petersburg General Hospital,6500 38th Avenue North,Saint Petersburg,FL,33710,1,HSI00000492,HCA,Nashville,TN
CHSP00006587,360066,St. Rita's Medical Center,730 West Market Street,Lima,OH,45801,1,HSI00000661,Mercy Health,Cincinnati,OH
CHSP00006588,290012,St. Rose Dominican Hospitals - Rose de Lima Campus,102 East Lake Mead Parkway,Henderson,NV,89015,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00006589,290053,St. Rose Dominican Hospitals - San Martin Campus,8280 West Warm Springs Road,Las Vegas,NV,89113,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00006590,290045,St. Rose Dominican Hospitals - Siena Campus,3001 St Rose Parkway,Henderson,NV,89052,1,HSI00000314,Dignity Health,San Francisco,CA
CHSP00006591,050002,St. Rose Hospital,27200 Calaroga Avenue,Hayward,CA,94545,1,HSI00000021,"Alecto Healthcare Services, LLC",Irvine,CA
CHSP00006592,190045,St. Tammany Parish Hospital,1202 South Tyler Street,Covington,LA,70433,1,,,,
CHSP00006593,192030,St. Theresa Specialty Hospital,3601 Loyola Drive,Kenner,LA,70065,0,,,,
CHSP00006594,060016,St. Thomas More Hospital,1338 Phay Avenue,Canon City,CO,81212,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00006595,150088,St. Vincent Anderson Regional Hospital,2015 Jackson Street,Anderson,IN,46016,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006596,150157,St. Vincent Carmel Hospital,13500 North Meridian Street,Carmel,IN,46032,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006597,360037,St. Vincent Charity Medical Center,2351 East 22nd Street,Cleveland,OH,44115,1,HSI00000990,Sisters of Charity Health System,Cleveland,OH
CHSP00006598,151309,St. Vincent Clay Hospital,1206 East National Avenue,Brazil,IN,47834,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006599,151335,St. Vincent Dunn Hospital,1600 23rd Street,Bedford,IN,47421,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006600,150181,St. Vincent Fishers Hospital,13861 Olio Road,Fishers,IN,46037,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006601,151316,St. Vincent Frankfort Hospital,1300 South Jackson Street,Frankfort,IN,46041,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006602,061319,St. Vincent General Hospital District,822 West 4th Street,Leadville,CO,80461,1,,,,
CHSP00006603,270049,St. Vincent Healthcare,1233 North 30th Street,Billings,MT,59101,1,HSI00000991,SCL Health,Broomfield,CO
CHSP00006604,150153,St. Vincent Heart Center,10580 North Meridian Street,Indianapolis,IN,46290,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006605,150084,St. Vincent Indianapolis Hospital,2001 West 86th Street,Indianapolis,IN,46260,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006606,151303,St. Vincent Jennings Hospital,301 Henry Street,North Vernon,IN,47265,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006607,150010,St. Vincent Kokomo,1907 West Sycamore Street,Kokomo,IN,46901,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006608,050502,St. Vincent Medical Center,2131 West Third Street,Los Angeles,CA,90057,1,HSI00001224,Verity Health System,Redwood City,CA
CHSP00006609,151308,St. Vincent Mercy Hospital,1331 South 'a' Street,Elwood,IN,46036,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006610,151301,St. Vincent Randolph Hospital,473 Greenville Avenue,Winchester,IN,47394,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006611,043031,St. Vincent Rehabilitation Hospital,2201 Wildwood Avenue,Sherwood,AR,72120,0,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00006612,151314,St. Vincent Salem Hospital,911 North Shelby Street,Salem,IN,47167,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006613,152020,St. Vincent Seton Specialty Hospital,8050 Township Line Road,Indianapolis,IN,46260,0,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006614,151307,St. Vincent Williamsport Hospital,412 North Monroe Street,Williamsport,IN,47993,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006615,010056,St. Vincent's Birmingham,810 St Vincent's Drive,Birmingham,AL,35205,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006616,010050,St. Vincent's Blount,150 Gilbreath,Oneonta,AL,35121,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006617,010011,St. Vincent's East,50 Medical Park East Drive,Birmingham,AL,35235,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006618,070028,St. Vincent's Medical Center,2800 Main Street,Bridgeport,CT,06606,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006619,100321,St. Vincent's Medical Center Clay County,1670 St. Vincent's Way,Middleburg,FL,32068,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006620,100040,St. Vincent's Medical Center Riverside,1 Shircliff Way,Jacksonville,FL,32204,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006621,100307,St. Vincent's Medical Center Southside,4201 Belfort Road,Jacksonville,FL,32216,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006622,010130,St. Vincent's St. Clair,7063 Veterans Parkway,Pell City,AL,35125,1,HSI00000055,Ascension Health,Saint Louis,MO
CHSP00006623,171323,Stafford County Hospital,502 South Buckeye Street,Stafford,KS,67578,1,,,,
CHSP00006624,490140,Stafford Hospital,101 Hospital Center Boulevard,Stafford,VA,22554,1,HSI00000624,Mary Washington Healthcare,Fredericksburg,VA
CHSP00006625,070006,Stamford Hospital,One Hospital Plaza,Stamford,CT,06902,1,HSI00001032,Stamford Hospital,Stamford,CT
CHSP00006626,450306,Stamford Memorial Hospital,1601 Columbia Street,Stamford,TX,79553,1,,,,
CHSP00006627,350064,"Standing Rock Service Unit, Fort Yates Hospital, Indian Health Service, DHHS",10 North River Road,Fort Yates,ND,58538,0,,,,
CHSP00006628,050441,Stanford Health Care,"300 Pasteur Drive, Suite H3200",Palo Alto,CA,94304,1,HSI00001033,Stanford Health Care,Stanford,CA
CHSP00006629,050283,Stanford Health Care - ValleyCare,5555 West Las Positas Boulevard,Pleasanton,CA,94588,1,HSI00001033,Stanford Health Care,Stanford,CA
CHSP00006631,050726,Stanislaus Surgical Hospital,1421 Oakdale Road,Modesto,CA,95355,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006632,340119,Stanly Regional Medical Center,301 Yadkin Street,Albemarle,NC,28001,1,HSI00000173,Carolinas HealthCare System,Charlotte,NC
CHSP00006633,171343,Stanton County Hospital,404 North Chestnut Street,Johnson,KS,67855,1,,,,
CHSP00006634,531313,Star Valley Medical Center,901 Adams Street,Afton,WY,83110,1,,,,
CHSP00006636,150102,Starke Hospital,102 East Culver Road,Knox,IN,46534,1,HSI00000510,Indiana University Health,Indianapolis,IN
CHSP00006638,450654,Starr County Memorial Hospital,2753 Hospital Court,Rio Grande City,TX,78582,1,,,,
CHSP00006639,440068,Starr Regional Medical Center,1114 West Madison Avenue,Athens,TN,37303,1,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00006640,440054,Starr Regional Medical Center,886 Highway 411 N,Etowah,TN,37331,1,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00006642,,State Correctional Institution at Camp Hill,2500 Lisburn Road,Camp Hill,PA,17011,0,,,,
CHSP00006643,,State Hospital North,300 Hospital Drive,Orofino,ID,83544,0,,,,
CHSP00006644,134010,State Hospital South,700 East Alice Street,Blackfoot,ID,83221,0,,,,
CHSP00006645,,State Penitentiary Hospital,1313 North 13th Street,Walla Walla,WA,99362,0,,,,
CHSP00006646,330160,Staten Island University Hospital,475 Seaview Avenue,Staten Island,NY,10305,1,HSI00000767,Northwell Health,Great Neck,NY
CHSP00006647,,Staten Island University Hospital South,375 Seguine Ave,Staten Island,NY,10309,1,HSI00000767,Northwell Health,Great Neck,NY
CHSP00006649,261330,Ste. Genevieve County Memorial Hospital,800 Ste Genevieve Drive,Ste Genevieve,MO,63670,1,,,,
CHSP00006650,131305,Steele Memorial Medical Center,203 South Daisy Street,Salmon,ID,83467,1,,,,
CHSP00006651,110032,Stephens County Hospital,163 Hospital Drive,Toccoa,GA,30577,1,,,,
CHSP00006652,201315,Stephens Memorial Hospital,181 Main Street,Norway,ME,04268,1,HSI00000611,MaineHealth,Portland,ME
CHSP00006653,450498,Stephens Memorial Hospital,200 South Geneva Street,Breckenridge,TX,76424,1,,,,
CHSP00006654,060076,Sterling Regional MedCenter,615 Fairhurst Street,Sterling,CO,80751,1,HSI00000073,Banner Health,Phoenix,AZ
CHSP00006655,190256,Sterling Surgical Hospital,989 Robert Boulevard,Slidell,LA,70458,1,,,,
CHSP00006656,193069,Sterlington Rehabilitation Hospital,370 W Hickory Ave,Bastrop,LA,71220,0,,,,
CHSP00006657,241363,Stevens Community Medical Center,400 East First Street,Morris,MN,56267,1,,,,
CHSP00006658,171335,Stevens County Hospital,1006 South Jackson Street,Hugoton,KS,67951,1,,,,
CHSP00006659,054009,Stewart & Lynda Resnick Neuropsychiatric Hospital at UCLA,150 Ucla Medical Plaza,Los Angeles,CA,90095,1,HSI00001168,University of California Office of the President Health Sciences and Services,Oakland,CA
CHSP00006660,161350,Stewart Memorial Community Hospital,1301 West Main,Lake City,IA,51449,1,HSI00001146,UnityPoint Health,West Des Moines,IA
CHSP00006661,,Stillman Infirmary,75 Mt Auburn St,Cambridge,MA,02138,1,,,,
CHSP00006662,271330,Stillwater Community Hospital,44 West Fourth Avenue North,Columbus,MT,59019,1,HSI00000114,Billings Clinic,Billings,MT
CHSP00006663,370049,Stillwater Medical Center,1323 West Sixth Avenue,Stillwater,OK,74074,1,,,,
CHSP00006665,251303,Stone County Hospital,1434 East Central Avenue,Wiggins,MS,39577,1,,,,
CHSP00006666,041310,Stone County Medical Center,2106 East Main Street,Mountain View,AR,72560,1,HSI00001260,"White River Health System, Inc",Batesville,AR
CHSP00006668,234038,Stonecrest Center,15000 Gratiot Avenue,Detroit,MI,48205,0,,,,
CHSP00006669,510038,Stonewall Jackson Memorial Hospital,230 Hospital Plaza,Weston,WV,26452,1,,,,
CHSP00006670,451318,Stonewall Memorial Hospital,821 North Broadway,Aspermont,TX,79502,1,,,,
CHSP00006671,330393,Stony Brook University Hospital,State University Of New York,Stony Brook,NY,11794,1,HSI00001038,Stony Brook University Medical Center,Stony Brook,NY
CHSP00006672,170086,Stormont Vail Health,1500 Sw Tenth Avenue,Topeka,KS,66604,1,HSI00001039,Stormont Vail Health,Topeka,KS
CHSP00006674,161333,Story County Medical Center,640 South 19th Street,Nevada,IA,50201,1,HSI00001146,UnityPoint Health,West Des Moines,IA
CHSP00006675,521343,Stoughton Hospital Association,900 Ridge Street,Stoughton,WI,53589,1,HSI00000902,SSM Health,Saint Louis,MO
CHSP00006676,230071,Straith Hospital for Special Surgery,23901 Lahser Road,Southfield,MI,48033,1,,,,
CHSP00006677,,Strategic Behavioral Health - Charlotte,1715 Sharon Road West,Charlotte,NC,28210,0,,,,
CHSP00006678,344028,Strategic Behavioral Health - Raleigh,3200 Waterfield Drive,Garner,NC,27529,0,,,,
CHSP00006679,344030,Strategic Behavioral Health - Wilmington,2050 Mercantile Drive,Leland,NC,28451,0,,,,
CHSP00006680,120022,Straub Clinic & Hospital,888 South King Street,Honolulu,HI,96813,1,HSI00000455,Hawaii Pacific Health,Honolulu,HI
CHSP00006681,144034,Streamwood Behavioral Health Center,1400 East Irving Park Road,Streamwood,IL,60107,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006682,010038,Stringfellow Memorial Hospital,301 East 18th Street,Anniston,AL,36207,1,HSI00000249,"Community Health Systems, Inc",Franklin,TN
CHSP00006683,330285,Strong Memorial Hospital of the University of Rochester,601 Elmwood Avenue,Rochester,NY,14642,1,HSI00001179,University of Rochester Medical Center,Rochester,NY
CHSP00006684,371316,Stroud Regional Medical Center,Highway 66 West,Stroud,OK,74079,1,,,,
CHSP00006685,180037,Sts. Mary & Elizabeth Hospital,1850 Bluegrass Avenue,Louisville,KY,40215,1,HSI00000183,Catholic Health Initiatives,Englewood,CO
CHSP00006686,220008,Sturdy Memorial Hospital,211 Park Street,Attleboro,MA,02703,1,HSI00001041,Sturdy Memorial Hospital,Attleboro,MA
CHSP00006687,230096,Sturgis Hospital,916 Myrtle Street,Sturgis,MI,49091,1,,,,
CHSP00006688,431321,Sturgis Regional Hospital,949 Harmon Street,Sturgis,SD,57785,1,HSI00000868,Regional Health,Rapid City,SD
CHSP00006690,390116,Suburban Community Hospital,2701 Dekalb Pike,Norristown,PA,19401,1,HSI00000845,"Prime Healthcare Services, Inc",Ontario,CA
CHSP00006691,210022,Suburban Hospital,8600 Old Georgetown Road,Bethesda,MD,20814,1,HSI00000531,Johns Hopkins Health System,Baltimore,MD
CHSP00006692,151327,Sullivan County Community Hospital,2200 North Section Street,Sullivan,IN,47882,1,,,,
CHSP00006693,261306,Sullivan County Memorial Hospital,630 West Third Street,Milan,MO,63556,1,,,,
CHSP00006694,360019,Summa Barberton Hospital,155 5th St Ne,Barberton,OH,44203,1,HSI00001043,Summa Health System,Akron,OH
CHSP00006695,360020,Summa Health System,525 East Market Street,Akron,OH,44304,1,HSI00001043,Summa Health System,Akron,OH
CHSP00006696,363035,Summa Rehab Hospital,29 North Adams Street,Akron,OH,44304,0,HSI00001043,Summa Health System,Akron,OH
CHSP00006697,360150,Summa Western Reserve Hospital,1900 23rd Street,Cuyahoga Falls,OH,44223,1,HSI00001043,Summa Health System,Akron,OH
CHSP00006698,290041,Summerlin Hospital Medical Center,657 Town Center Drive,Las Vegas,NV,89144,1,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006699,511310,Summers County ARH Hospital,Terrace Street,Hinton,WV,25951,1,HSI00000041,Appalachian Regional Healthcare,Lexington,KY
CHSP00006700,510082,Summersville Regional Medical Center,400 Fairview Heights Road,Summersville,WV,26651,1,,,,
CHSP00006701,,Summerville Medical Center,295 Midland Pkwy,Summerville,SC,29485,1,HSI00000492,HCA,Nashville,TN
CHSP00006702,364035,Summit Behavioral Healthcare,1101 Summit Road,Cincinnati,OH,45237,0,,,,
CHSP00006703,030062,Summit Healthcare Regional Medical Center,2200 East Show Low Lake Road,Show Low,AZ,85901,1,,,,
CHSP00006704,370225,Summit Medical Center,1800 S Renaissance Boulevard,Edmond,OK,73013,1,HSI00000492,HCA,Nashville,TN
CHSP00006706,314001,Summit Oaks Hospital,19 Prospect Street,Summit,NJ,07901,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006707,501304,Summit Pacific Medical Center,600 East Main Street,Elma,WA,98541,1,,,,
CHSP00006709,170198,Summit Surgical,1818 East 23rd Avenue,Hutchinson,KS,67502,1,HSI00001045,Summit Health,Chambersburg,PA
CHSP00006710,114004,SummitRidge Hospital,250 Scenic Highway,Lawrenceville,GA,30046,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006711,171329,Sumner County Hospital District One,601 South Osage Street,Caldwell,KS,67022,1,,,,
CHSP00006712,440003,Sumner Regional Medical Center,555 Hartsville Pike,Gallatin,TN,37066,1,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00006713,170039,Sumner Regional Medical Center,1323 North 'a' Street,Wellington,KS,67152,1,,,,
CHSP00006714,390084,Sunbury Community Hospital and Outpatient Center,350 North Eleventh Street,Sunbury,PA,17801,1,,,,
CHSP00006715,,Suncoast Behavioral Health Center,4480 51st Street West,Bradenton,FL,34210,0,HSI00001148,"Universal Health Services, Inc",Norristown,PA
CHSP00006717,454113,Sundance Hospital,7000 Us Highway 287 South,Arlington,TX,76001,0,,,,
CHSP00006718,501330,Sunnyside Community Hospital and Clinics,1016 Tacoma Avenue,Sunnyside,WA,98944,1,,,,
CHSP00006719,330406,Sunnyview Rehabilitation Hospital,1270 Belmont Avenue,Schenectady,NY,12308,0,HSI00001106,Trinity Health,Livonia,MI
CHSP00006720,454093,Sunrise Canyon Hospital,1950 Aspen Ave,Lubbock,TX,79404,0,,,,
CHSP00006722,290003,Sunrise Hospital and Medical Center,3186 Maryland Parkway,Las Vegas,NV,89109,1,HSI00000492,HCA,Nashville,TN
CHSP00006725,450831,Surgery Specialty Hospitals of America,4301b Vista Road,Pasadena,TX,77504,1,,,,
CHSP00006726,370201,Surgical Hospital of Oklahoma,100 Se 59th Street,Oklahoma City,OK,73129,1,,,,
CHSP00006727,390316,Surgical Institute of Reading,2752 Century Boulevard,Wyomissing,PA,19610,1,HSI00001066,Tenet Healthcare Corporation,Dallas,TX
CHSP00006728,390321,Surgical Specialty Center at Coordinated Health,1503 North Cedar Crest Boulevard,Allentown,PA,18104,0,,,,
CHSP00006729,190251,Surgical Specialty Center of Baton Rouge,8080 Bluebonnet Boulevard,Baton Rouge,LA,70810,1,,,,
CHSP00006730,051308,Surprise Valley Health Care District,741 North Main Street,Cedarville,CA,96104,1,,,,
CHSP00006731,170017,Susan B. Allen Memorial Hospital,720 West Central Avenue,El Dorado,KS,67042,1,,,,
CHSP00006733,050014,Sutter Amador Hospital,200 Mission Boulevard,Jackson,CA,95642,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006734,050498,Sutter Auburn Faith Hospital,11815 Education Street,Auburn,CA,95602,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006735,054096,Sutter Center for Psychiatry,7700 Folsom Boulevard,Sacramento,CA,95826,0,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006736,050417,Sutter Coast Hospital,800 East Washington Boulevard,Crescent City,CA,95531,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006737,050537,Sutter Davis Hospital,2000 Sutter Place,Davis,CA,95616,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006738,050523,Sutter Delta Medical Center,3901 Lone Tree Way,Antioch,CA,94509,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006739,051329,Sutter Lakeside Hospital,5176 Hill Road East,Lakeport,CA,95453,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006740,050714,Sutter Maternity and Surgery Center of Santa Cruz,2900 Chanticleer Avenue,Santa Cruz,CA,95065,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006742,050108,"Sutter Medical Center, Sacramento",2801 'l' Street,Sacramento,CA,95816,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006744,050309,Sutter Roseville Medical Center,One Medical Plaza Drive,Roseville,CA,95661,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006745,050291,Sutter Santa Rosa Regional Hospital,30 Mark West Springs Road,Santa Rosa,CA,95403,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006746,050101,Sutter Solano Medical Center,300 Hospital Drive,Vallejo,CA,94589,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006747,050766,Sutter Surgical Hospital - North Valley,455 Plumas Boulevard,Yuba City,CA,95991,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006748,050313,Sutter Tracy Community Hospital,1420 North Tracy Boulevard,Tracy,CA,95376,1,HSI00001050,Sutter Health,Sacramento,CA
CHSP00006751,341305,Swain Community Hospital,45 Plateau Street,Bryson City,NC,28713,1,HSI00000584,LifePoint Health,Brentwood,TN
CHSP00006752,140114,Swedish Covenant Hospital,5145 North California Avenue,Chicago,IL,60625,1,HSI00000289,Covenant Ministries of Benevolence,Chicago,IL
CHSP00006753,060034,Swedish Medical Center,501 East Hampden Avenue,Englewood,CO,80113,1,HSI00000492,HCA,Nashville,TN
CHSP00006754,,Swedish Medical Center Ballard,5300 Tallman Ave Nw,Seattle,WA,98107,1,HSI00001051,Swedish Health Services,Seattle,WA
CHSP00006755,500025,Swedish Medical Center-Cherry Hill Campus,500 17th Avenue,Seattle,WA,98122,1,HSI00001051,Swedish Health Services,Seattle,WA
CHSP00006756,500027,Swedish Medical Center-First Hill,747 Broadway,Seattle,WA,98122,1,HSI00001051,Swedish Health Services,Seattle,WA
CHSP00006758,500026,Swedish/Edmonds,21601 76th Avenue West,Edmonds,WA,98026,1,HSI00001051,Swedish Health Services,Seattle,WA
CHSP00006759,500152,Swedish/Issaquah,751 Ne Blakely Drive,Issaquah,WA,98029,1,HSI00001051,Swedish Health Services,Seattle,WA
CHSP00006760,140228,SwedishAmerican - A Division of UW Health,1401 East State Street,Rockford,IL,61104,1,HSI00001132,UW Health,Madison,WI
CHSP00006763,451311,Sweeny Community Hospital,305 North Mckinney Street,Sweeny,TX,77480,1,,,,
CHSP00006764,440084,Sweetwater Hospital,304 Wright Street,Sweetwater,TN,37874,1,,,,
